ZTSJ6537120: 48.682.994/3446-75<->74.191.138/6225-74
WXNU2564670: 5677kg (47%)
RZEU2119162: 6958kg (47%)
PKPJ7527236: 11460kg (47%)
VNXU0431189: 7967kg (47%)
USKU4340107: 7064kg (47%)
XLAJ1199864: 10684kg (47%)
QEIZ1852861: 5850kg (47%)
WFKJ2126886: 11464kg (47%)
VJVU3316106: 6631kg (47%)
UANU1313397: 10893kg (47%)
IRXZ6557172: 13136kg (47%)
MGOZ1622738: 12603kg (47%)
OJJZ3553082: 13393kg (47%)
HBCZ0342857: 10145kg (47%)
AQEU6401653: 13258kg (47%)
QMDZ3353628: 13828kg (47%)
SDSZ3655354: 9035kg (47%)
KGWZ2731765: 13856kg (47%)
IVZZ8363485: 6687kg (47%)
ZIAZ7993798: 13729kg (47%)
CDHJ1593024: 13817kg (47%)
XNDZ9957445: 13345kg (47%)
XQBJ7961487: 11339kg (47%)
IDFU7030969: 9318kg (47%)
KXZJ4322232: 11767kg (47%)
XIYU9539426: 8193kg (47%)
JRHJ2412891: 10583kg (47%)
YBSJ8245326: 6373kg (47%)
CHCJ1653241: 6747kg (47%)
IFPJ5513441: 14145kg (47%)
ZRHU1860170: 8217kg (47%)
KNAU8548946: 12311kg (47%)
RAYJ5805735: 11926kg (47%)
YTRZ0315478: 13343kg (47%)
CCSU5068441: 13733kg (47%)
PUTU6967003: 11738kg (47%)
KVBU4307401: 12640kg (47%)
USWJ6986235: 12235kg (47%)
PZLZ7363625: 9314kg (47%)
QIYZ1239141: 6884kg (47%)
NFLU5985994: 6479kg (47%)
XVDU1346532: 9120kg (47%)
OJAU1632741: 9111kg (47%)
GIEZ1370269: 11781kg (47%)
PIPU0847877: 9913kg (47%)
JYAU5392569: 8964kg (47%)
XIJU1001425: 12169kg (47%)
FYTZ6901509: 12199kg (47%)
BQYU8497876: 12331kg (47%)
KTRU0883660: 11279kg (47%)
EENZ3056071: 11570kg (47%)
XKJJ3887183: 11917kg (47%)
UWAU6583356: 12552kg (47%)
LYUZ4289982: 13756kg (47%)
KXRJ7284610: 10269kg (46%)
JXAU5347432: 6984kg (46%)
EGTZ3872639: 8286kg (46%)
WNFU0847267: 8894kg (46%)
FKRU2045398: 10718kg (46%)
NMJU2143931: 7438kg (46%)
AZFZ9679052: 12591kg (46%)
GIHU6102620: 10507kg (46%)
DGMU0464367: 6730kg (46%)
HRKJ8891554: 13637kg (46%)
XJAJ5557508: 12372kg (46%)
XHTU5965836: 11465kg (46%)
SGTJ0061318: 12864kg (46%)
GMGU4466066: 13178kg (46%)
XHSJ1741809: 10126kg (46%)
SVKU4587900: 12950kg (46%)
IKIU9585019: 11292kg (46%)
GRJU3347081: 13477kg (46%)
ZUXZ2854134: 13792kg (46%)
UZLZ0647297: 9523kg (46%)
BEQJ4333806: 11099kg (46%)
ZKPZ2527711: 6638kg (46%)
QRRZ0146828: 7636kg (46%)
SZPZ0585253: 8617kg (46%)
XJUZ5139457: 12911kg (46%)
FSYZ5502303: 6800kg (46%)
FWJJ7012115: 8362kg (46%)
CELJ7565348: 6759kg (46%)
FDQU4946378: 8055kg (46%)
XQHJ4600484: 11606kg (46%)
SQOZ6687443: 9878kg (46%)
KFQZ4219296: 8755kg (46%)
ONJJ0316545: 9346kg (46%)
KIKZ9363618: 7115kg (46%)
LYWU2147029: 9125kg (46%)
QDPZ2143956: 11183kg (46%)
SGUU4352753: 10234kg (46%)
RAJZ7975835: 12477kg (46%)
YZPJ1976508: 9697kg (46%)
SYKZ0243866: 8525kg (46%)
HVYZ8158190: 6009kg (46%)
FFMU5678000: 9006kg (46%)
IKHJ7436459: 7830kg (46%)
CJRJ0816422: 12744kg (46%)
RBXZ6480901: 9184kg (46%)
OFFJ4405430: 11922kg (46%)
OVVU0999996: 6562kg (46%)
ITGJ7987241: 12188kg (46%)
YDJU6674326: 8718kg (46%)
SOUJ7142780: 13635kg (46%)
GCDU4699335: 7253kg (46%)
PJXU3428297: 8599kg (46%)
PMTJ7171221: 13461kg (46%)
IIBZ9010970: 9211kg (46%)
VYPJ2638176: 9727kg (46%)
BYWJ2777969: 5921kg (46%)
VEAJ2896546: 7686kg (46%)
DYDZ0030395: 9120kg (46%)
ZVYJ1638739: 13151kg (46%)
GHBJ6096087: 6750kg (46%)
HLUJ8569789: 8068kg (46%)
YKNU3155370: 11871kg (46%)
XQTZ6368996: 13406kg (46%)
LEZU8623576: 11058kg (46%)
EFCZ7740986: 8312kg (46%)
ZHIJ9990974: 8423kg (46%)
NQGJ5308673: 8976kg (46%)
UHQU5519990: 8604kg (46%)
RUCZ6226976: 7330kg (46%)
WCLJ8306206: 8878kg (46%)
FNLJ4592309: 8660kg (46%)
ERUU0035955: 10075kg (46%)
QHPU4243665: 5596kg (46%)
AKFZ5333205: 5578kg (46%)
AJOZ4705992: 12712kg (46%)
OVCZ4715630: 5715kg (46%)
PZGU6814345: 7130kg (46%)
KAYU3507922: 6734kg (45%)
FTEZ9043247: 9127kg (45%)
TAQZ4292309: 9072kg (45%)
FSWZ7114854: 9174kg (45%)
HKBU9634639: 8202kg (45%)
XVFU0228960: 9249kg (45%)
CMZJ4226272: 10027kg (45%)
WVRU7733810: 12508kg (45%)
YYTZ4895467: 4549kg (45%)
ALXJ9923058: 11869kg (45%)
DAYJ1668447: 11124kg (45%)
WKRJ3691365: 8157kg (45%)
NRNJ0220923: 13172kg (45%)
FAEJ8904688: 10838kg (45%)
WJIZ9150976: 12828kg (45%)
KNEJ0131303: 13307kg (45%)
AEZJ9799851: 10744kg (45%)
RQRZ0266710: 9020kg (45%)
LIFZ7091166: 10583kg (45%)
HGXU4833182: 8789kg (45%)
NBUZ9506065: 8457kg (45%)
CJWJ6190351: 13346kg (45%)
SRYZ5926711: 7868kg (45%)
ZOCZ3479752: 8337kg (45%)
TMBZ4643951: 10056kg (45%)
DYIZ9212432: 11128kg (45%)
BEQU1204215: 8971kg (45%)
TBYZ2252802: 12514kg (45%)
WWHZ2699950: 11860kg (45%)
AMMJ0064919: 7905kg (45%)
NHOJ4184798: 7563kg (45%)
QRCZ9792077: 10444kg (45%)
MIMU9400578: 9326kg (45%)
WSGZ6505161: 7958kg (45%)
DRQZ5120972: 12550kg (45%)
OURJ5310500: 10434kg (45%)
VAAJ7788457: 8626kg (45%)
ONNU6713658: 13546kg (45%)
HTVJ0106270: 11729kg (45%)
HXUZ4387947: 5186kg (45%)
CTNU1699950: 7213kg (45%)
MQEU2744788: 6401kg (45%)
XZUU2249187: 13124kg (45%)
GCUJ8452107: 7775kg (45%)
ORBJ3767297: 10055kg (45%)
JAWZ5881043: 12287kg (45%)
PJOZ3553646: 5924kg (45%)
HGMJ7263035: 11308kg (45%)
GASZ8508282: 6252kg (45%)
PFZJ6572690: 12328kg (45%)
VECZ7372825: 8631kg (45%)
SUUU0816656: 12389kg (45%)
DTUZ5363765: 12954kg (45%)
GJWZ2064056: 12068kg (45%)
NSIJ1684549: 12208kg (45%)
GBCZ9950348: 9644kg (45%)
CNKJ6855248: 7501kg (45%)
AFBJ1799776: 8993kg (45%)
TBFU9171280: 7063kg (45%)
VPMU9343160: 11100kg (45%)
PUYJ7699266: 5346kg (45%)
YLCJ6100368: 8058kg (45%)
PRAZ7682679: 8698kg (45%)
TVBJ2060480: 13283kg (45%)
PIAJ3861977: 8448kg (45%)
IJRU3923478: 12771kg (45%)
YTTU1953318: 8771kg (45%)
NEWJ3821598: 11731kg (45%)
VGDU1967383: 8694kg (45%)
MWQU0421610: 9828kg (45%)
ZVMZ7331333: 4879kg (45%)
SSBZ8710971: 11279kg (45%)
ADAU4545449: 11733kg (45%)
TIPU2909646: 10215kg (45%)
GFNU6341544: 9684kg (45%)
VBGZ6961876: 9021kg (45%)
WLRZ4792958: 6100kg (45%)
PYDJ9881667: 8435kg (45%)
ADKU7365074: 10112kg (45%)
NLEJ1356958: 8792kg (45%)
PZHJ1352832: 10813kg (45%)
OJBZ4208759: 9035kg (45%)
FZAU8886908: 8223kg (45%)
NJKJ5160878: 9170kg (45%)
JGGU3460131: 7233kg (45%)
ZNMU9712806: 6949kg (45%)
ADOZ4387976: 5177kg (45%)
PZNU4823626: 9423kg (44%)
MUWU7155970: 12108kg (44%)
KHHU3642783: 9317kg (44%)
RYVU6826745: 7602kg (44%)
BGBZ5811258: 8003kg (44%)
OJAJ9043316: 6451kg (44%)
AEOZ9495169: 9312kg (44%)
GQYZ3668881: 8720kg (44%)
EIZJ9056956: 8657kg (44%)
OWJU1647797: 13006kg (44%)
PNTU8066851: 12506kg (44%)
HZUZ6066025: 10740kg (44%)
XMCU7368784: 8312kg (44%)
DYGZ7968507: 5487kg (44%)
DBQJ6530511: 8669kg (44%)
BHCJ3808473: 8157kg (44%)
ETJZ7733526: 8757kg (44%)
LVDJ7979179: 8684kg (44%)
YMLU5103659: 8590kg (44%)
QBWZ5727563: 10062kg (44%)
ZSCZ6061522: 7161kg (44%)
WJLZ8462829: 8663kg (44%)
TUAU7476273: 8483kg (44%)
VCNZ2249711: 9945kg (44%)
QCBU0645760: 9534kg (44%)
GMVZ7047245: 9249kg (44%)
GVXJ1676013: 12966kg (44%)
LBPZ6126623: 13290kg (44%)
VHWZ4005615: 10914kg (44%)
ZXVJ4330552: 4454kg (44%)
SICZ4654395: 7937kg (44%)
IUFJ2287414: 5167kg (44%)
KUZZ5582813: 12464kg (44%)
WKHZ9533954: 7331kg (44%)
GVFU5211210: 6352kg (44%)
FADU4494126: 7586kg (44%)
YWRU8368621: 6876kg (44%)
UZBJ6504364: 11011kg (44%)
QLEZ4378119: 12840kg (44%)
MKAZ9762661: 11393kg (44%)
QATU9342106: 8248kg (44%)
PZZJ4232311: 12527kg (44%)
BZXU2304809: 10261kg (44%)
WSUZ2798476: 11067kg (44%)
AKCU1908497: 10374kg (44%)
XHUU7422189: 11179kg (44%)
EMYU4606120: 10049kg (44%)
RSRZ9267238: 8048kg (44%)
YQGU5096842: 8984kg (44%)
FWCJ7643833: 9390kg (44%)
RATZ5915000: 10069kg (44%)
BQSU6106707: 5544kg (44%)
SLZU2861721: 8766kg (44%)
XXQJ4592040: 5786kg (44%)
KYTJ0649311: 5090kg (44%)
XHOZ5659341: 9431kg (44%)
KBVJ5307774: 8526kg (44%)
TGYZ6013353: 5631kg (44%)
MPLJ2187511: 12852kg (44%)
AIGJ2629306: 11599kg (44%)
EMWJ8851869: 12729kg (44%)
DHMZ4742902: 11171kg (44%)
FFHJ1431394: 11769kg (44%)
CRBU6872093: 12905kg (44%)
SCDU9021989: 11002kg (44%)
GDWJ6725516: 9232kg (44%)
TIMJ1718036: 9531kg (44%)
OJQU0932089: 7645kg (44%)
YCHJ9509368: 4515kg (44%)
VDKJ0848945: 11749kg (44%)
IWDU5196112: 7106kg (44%)
JKKJ8159885: 8048kg (44%)
GUWZ6539685: 5535kg (44%)
PCGU0225746: 5411kg (44%)
UGDJ3525059: 8969kg (44%)
DRMU7556778: 13081kg (44%)
KCXJ6461746: 9636kg (44%)
RODZ0822015: 5887kg (44%)
ZAQJ7695407: 7032kg (44%)
KWCZ7645480: 10701kg (44%)
NQRJ4336723: 9632kg (44%)
VMMU4209243: 6339kg (44%)
ZXDZ7420300: 12349kg (44%)
AWZJ1244237: 12968kg (44%)
PVGJ7553947: 9699kg (44%)
DOAU0452592: 8555kg (44%)
TEJZ3062524: 12416kg (44%)
CQZJ2165299: 5990kg (44%)
DBMZ0259771: 7174kg (44%)
KHZZ0862531: 12629kg (44%)
OVYU9778499: 9692kg (43%)
AUNZ7251486: 7690kg (43%)
OCLZ9238078: 11966kg (43%)
NTCZ8562156: 10252kg (43%)
OPOU0599938: 7723kg (43%)
CUVJ1066423: 11081kg (43%)
TFMZ1396817: 12098kg (43%)
QUWU8656205: 11868kg (43%)
RMXZ0150589: 9055kg (43%)
ERHJ4898847: 7200kg (43%)
HMKZ7235601: 10561kg (43%)
BFNU3381601: 8584kg (43%)
UOFU2370369: 11054kg (43%)
WCUZ2522984: 4684kg (43%)
NHZJ2954923: 12382kg (43%)
GUOJ7406052: 11856kg (43%)
ZDYJ2978836: 6069kg (43%)
JVLU6712724: 8796kg (43%)
WUZJ7892030: 6198kg (43%)
ZOGZ0081413: 8715kg (43%)
EKIU6881347: 7520kg (43%)
JORJ4399701: 12180kg (43%)
ZETJ7112066: 9063kg (43%)
LXHU0059831: 11057kg (43%)
ZRMJ2832618: 5151kg (43%)
SCNJ0577927: 11954kg (43%)
SQDJ3752912: 10915kg (43%)
AVFZ7131493: 7681kg (43%)
VLVU0689073: 9738kg (43%)
TDSZ1308404: 7151kg (43%)
ADBU4035699: 9386kg (43%)
JLBZ2069585: 7738kg (43%)
YJTJ8067599: 10345kg (43%)
HGOU3380386: 4882kg (43%)
MHZJ1561377: 8020kg (43%)
LVLZ4820965: 5639kg (43%)
VBNZ9691442: 10281kg (43%)
ILJU6348655: 11125kg (43%)
NAGU9874791: 9597kg (43%)
FSKJ3486989: 11804kg (43%)
DCBU4932366: 8418kg (43%)
TPMU1847829: 10870kg (43%)
QOGZ7438790: 7774kg (43%)
BSZZ5904293: 7980kg (43%)
GYDZ7285199: 12788kg (43%)
RZPJ1078625: 7539kg (43%)
TKRU7311773: 10372kg (43%)
OASZ0206295: 6261kg (43%)
VYLZ0713827: 9215kg (43%)
CKQJ5205620: 9485kg (43%)
LTDZ5192148: 7717kg (43%)
FCRZ8711140: 7781kg (43%)
DHBJ7828635: 12796kg (43%)
EOQU2186717: 7259kg (43%)
IXEU9878349: 6610kg (43%)
TYEJ5558451: 7830kg (43%)
QCXJ7980460: 11293kg (43%)
PHQJ8136853: 10546kg (43%)
VOAZ7300274: 9114kg (43%)
TIZZ2071104: 8539kg (43%)
ONCJ3502884: 11173kg (43%)
QQSU6123347: 9973kg (43%)
CGHZ0409370: 10567kg (43%)
QZUU0441022: 7097kg (43%)
BMYJ0623592: 8771kg (43%)
ETXZ8195742: 9913kg (43%)
OOQZ6386819: 12741kg (43%)
LRJU5087117: 5944kg (43%)
XHPU3975685: 11042kg (43%)
WCXZ4720705: 12249kg (43%)
FCRU8309221: 12884kg (43%)
UEIU4627810: 10222kg (43%)
JAEJ0091359: 9223kg (43%)
OOJJ2137394: 6605kg (43%)
WKQJ9308098: 5452kg (43%)
YQLU6056830: 9857kg (43%)
XNWZ6332527: 9359kg (43%)
AYHJ0758464: 9921kg (43%)
ETVU6172672: 6750kg (43%)
RNYZ5326081: 7954kg (43%)
JNOU2730489: 10569kg (43%)
XZPZ6742632: 10672kg (43%)
FBGU0585881: 9450kg (43%)
VVUJ4236922: 11937kg (43%)
SFEJ0544827: 8908kg (42%)
ROEJ6991604: 8346kg (42%)
KCSJ4065500: 5398kg (42%)
BTMU9902955: 10320kg (42%)
HMXZ2242383: 8690kg (42%)
KRVJ9338272: 7567kg (42%)
IKXJ1620769: 9152kg (42%)
OQSZ2623152: 5967kg (42%)
QXEJ4473959: 8812kg (42%)
VDAZ1330163: 7628kg (42%)
LWVJ5524208: 8543kg (42%)
VAFZ2743428: 6601kg (42%)
BKPZ1298445: 5050kg (42%)
AOXZ8090680: 8661kg (42%)
JJOJ6580899: 12048kg (42%)
KTHU3227485: 7166kg (42%)
XWZU6371625: 11039kg (42%)
VKYZ9374884: 7932kg (42%)
TJWJ4246015: 7120kg (42%)
FPUZ4368161: 8115kg (42%)
VRFZ2416202: 7448kg (42%)
DRKZ5814285: 6676kg (42%)
YXIZ3124286: 9989kg (42%)
VOWU7708267: 9027kg (42%)
YTXZ3408523: 7928kg (42%)
LZQJ1649419: 8796kg (42%)
PVCZ1838022: 12089kg (42%)
GEOZ7989417: 10496kg (42%)
TKRZ9422857: 9742kg (42%)
XNAU2767214: 5785kg (42%)
KFZU0052716: 7873kg (42%)
ZKLZ7439272: 10447kg (42%)
AQQJ7501425: 8171kg (42%)
RUFU9691024: 10342kg (42%)
TRXJ5705525: 8767kg (42%)
TVOU3330531: 5180kg (42%)
JOMU2436112: 8248kg (42%)
DOCZ0626903: 10533kg (42%)
APWJ2350224: 8350kg (42%)
PGWU6215179: 9250kg (42%)
EQMU7740478: 7737kg (42%)
MSIU1234034: 4701kg (42%)
CEXJ5263605: 5762kg (42%)
RYBJ1889293: 11937kg (42%)
NBOJ9930555: 6164kg (42%)
CJVU2185718: 10610kg (42%)
HKDJ9430071: 5600kg (42%)
KGHZ5368198: 11555kg (42%)
LEJU5817417: 7633kg (42%)
NQCJ7249023: 12218kg (42%)
DUHZ1411699: 7525kg (42%)
OOFJ3845359: 9646kg (42%)
BGAZ8840817: 8009kg (42%)
KHOZ1155357: 7853kg (42%)
LEPU8667521: 4842kg (42%)
HRGU6327040: 11016kg (42%)
ZJAU9606708: 10092kg (42%)
ZHCJ0261984: 10194kg (42%)
TIMJ6588473: 10849kg (42%)
UREJ6460712: 12029kg (42%)
QDVJ1948198: 8266kg (42%)
CBBZ0048289: 8616kg (42%)
CLIZ5457109: 12310kg (42%)
UEXU9932381: 7984kg (42%)
DGYU0335323: 9886kg (42%)
GRMU2853087: 7593kg (42%)
IVVU5741418: 10070kg (42%)
LCOU1201356: 11477kg (42%)
ADIZ7956991: 11223kg (42%)
BLIZ0329274: 7762kg (42%)
VIUU2304183: 6994kg (42%)
JNCJ2593678: 9015kg (42%)
JQZU0410757: 7847kg (42%)
WNZZ8345581: 10084kg (42%)
NGOZ9574240: 9082kg (42%)
EGJU5511040: 7097kg (42%)
RYGU4580578: 6801kg (42%)
TBBU4623514: 12263kg (42%)
MNAZ5253350: 12596kg (42%)
LSJU0375652: 9441kg (42%)
BJUJ2064934: 12556kg (42%)
GLCJ9118778: 8128kg (42%)
YSDJ7574173: 5599kg (42%)
IOVJ5193376: 10895kg (42%)
FZLJ9956694: 5423kg (42%)
NXFJ6160752: 10499kg (42%)
SGPJ4569551: 8372kg (42%)
KAMJ2308642: 10837kg (42%)
RJNZ9044141: 10221kg (42%)
TGMU9064292: 9510kg (42%)
WMUZ2864788: 10503kg (42%)
CCOZ7295965: 7531kg (42%)
ZQTZ7473462: 8542kg (42%)
UGOU2153994: 6064kg (42%)
VKCZ8602751: 7548kg (42%)
SSJJ0783112: 7861kg (42%)
AGGJ6400303: 9123kg (42%)
QOUU3432313: 10489kg (42%)
IGDJ8729338: 10816kg (42%)
QTGZ2969222: 5143kg (42%)
KONZ2288963: 10008kg (42%)
TBZJ1743496: 6528kg (42%)
ZLCU6038398: 7559kg (42%)
NDXZ8427054: 8127kg (41%)
CGIU0203308: 7065kg (41%)
BTMZ6031279: 8137kg (41%)
DGUZ0115930: 11351kg (41%)
OCRZ7975412: 5469kg (41%)
JVLU9644445: 11429kg (41%)
MEMU1616145: 9791kg (41%)
YUCU1202559: 9053kg (41%)
IJWU2828653: 5093kg (41%)
VSRZ2810079: 6539kg (41%)
XJUJ7009598: 7402kg (41%)
IYZZ6094949: 5078kg (41%)
TEQU4051129: 7321kg (41%)
EWYZ2355265: 5067kg (41%)
VRLZ0879938: 5059kg (41%)
ZPNU6582125: 10322kg (41%)
IQMZ0660753: 8979kg (41%)
YSVU5149050: 7413kg (41%)
CWEJ9062443: 4715kg (41%)
ZDLZ1317035: 11939kg (41%)
JBUJ5042741: 9974kg (41%)
DCTZ8613858: 11737kg (41%)
EILZ6816504: 10054kg (41%)
MZBU9978984: 7210kg (41%)
MAVU6868239: 4672kg (41%)
SCSZ0086993: 11693kg (41%)
APEZ1291710: 9500kg (41%)
WXOZ4460378: 10531kg (41%)
KJNJ3383760: 10697kg (41%)
NIDJ1490276: 7630kg (41%)
HAAU3106824: 5974kg (41%)
VDZJ9306855: 8727kg (41%)
EEWJ0092724: 8367kg (41%)
MBWZ6701890: 12150kg (41%)
HNVU7792181: 12127kg (41%)
GQFZ8460243: 11208kg (41%)
SJWZ8783782: 7142kg (41%)
GNIU0987424: 4521kg (41%)
GFIJ2017076: 12015kg (41%)
HBZU9286145: 7716kg (41%)
EVAZ6820610: 6628kg (41%)
HIMU1106677: 11069kg (41%)
JCXZ1866527: 10291kg (41%)
LEPZ6231127: 10906kg (41%)
DIXJ0748470: 8385kg (41%)
NURZ2540574: 10325kg (41%)
GOCZ0487890: 7084kg (41%)
IRBZ9654120: 5327kg (41%)
HAGU8536045: 10032kg (41%)
SLSU4332011: 7566kg (41%)
NLIU2268139: 11380kg (41%)
BDRZ4622225: 8033kg (41%)
YNXU2309732: 7166kg (41%)
IWXZ3308076: 10924kg (41%)
YAEZ5339496: 8316kg (41%)
LXPJ5986352: 9724kg (41%)
PFIJ7049100: 10590kg (41%)
EMXJ4512214: 9114kg (41%)
ZJLJ4112665: 6601kg (41%)
WYCJ3380849: 7808kg (41%)
WESZ2648210: 8772kg (41%)
AMZU1031440: 10626kg (41%)
EFAJ4145516: 9969kg (41%)
FYOZ6003166: 7822kg (41%)
XDMU9942701: 11228kg (41%)
PRPZ0844640: 10772kg (41%)
WMSJ8575957: 4202kg (41%)
AGUZ4870787: 10300kg (41%)
DXEU2504397: 11726kg (41%)
VJAU4361671: 7940kg (41%)
ZWUZ0632504: 7386kg (41%)
ZHJZ7111376: 7314kg (41%)
LZIZ4547987: 6495kg (41%)
ZOYU7046332: 5354kg (41%)
XZUZ9767137: 9515kg (41%)
KCUZ6169509: 5702kg (41%)
IDPJ3664892: 8427kg (41%)
VWZJ5039419: 10258kg (41%)
UEQU0736085: 12050kg (41%)
CBRU2738026: 6417kg (41%)
CMSJ8837011: 4849kg (41%)
NDXJ3131808: 6324kg (41%)
NUPJ6302029: 7343kg (41%)
FZMZ4742162: 8245kg (41%)
AQOU2190243: 10732kg (41%)
HSQJ8410731: 5209kg (41%)
HSTJ4561966: 12155kg (41%)
LUEZ7284208: 9823kg (41%)
YDEJ4811524: 7868kg (41%)
NONJ6509659: 5565kg (41%)
CGNJ9244974: 9410kg (41%)
COOJ7132833: 6451kg (41%)
XPJZ3532337: 11725kg (41%)
PGMZ1605279: 8172kg (41%)
GHNZ1569089: 7377kg (41%)
WKXJ6555545: 8059kg (41%)
DDGU2188542: 11978kg (41%)
BSAU8992062: 7018kg (41%)
MUUZ0208322: 6149kg (41%)
EPTZ5512236: 6736kg (41%)
STIU2001865: 5988kg (41%)
RIHZ6895664: 10928kg (41%)
EWRU5180061: 11011kg (41%)
LUJJ1765498: 10825kg (41%)
FONU4433227: 8200kg (41%)
ZNAJ1602822: 7447kg (41%)
RVCJ2496858: 4703kg (41%)
BIEU6280013: 7415kg (40%)
OLVJ8011736: 8464kg (40%)
AXUU4039852: 7372kg (40%)
SBQZ8363148: 5697kg (40%)
FRKZ7461925: 6770kg (40%)
VRFU0143015: 7717kg (40%)
UHHZ6283780: 6793kg (40%)
IUXZ4980277: 10626kg (40%)
HIMJ7721203: 6971kg (40%)
BPUJ1872665: 9270kg (40%)
YKJJ4551935: 10697kg (40%)
KQPU6314739: 9060kg (40%)
LKZJ9455900: 7010kg (40%)
BMLZ1673169: 8410kg (40%)
BBAJ6211022: 8560kg (40%)
TLHU9575438: 9121kg (40%)
AYFU3641228: 6928kg (40%)
EMYU0857410: 7862kg (40%)
QKKZ4667194: 7976kg (40%)
KLDU6890667: 9307kg (40%)
AJUJ7083067: 6998kg (40%)
GFQJ1238114: 5022kg (40%)
YRAJ4951035: 5738kg (40%)
TNHZ3529757: 10460kg (40%)
FVKJ0205670: 7336kg (40%)
RWEJ7698776: 9535kg (40%)
SNXZ5410947: 9825kg (40%)
EEMJ8609425: 11024kg (40%)
YLMJ1711833: 7422kg (40%)
KTDU7672597: 8490kg (40%)
OOKU4322879: 7489kg (40%)
UYUJ0498320: 10293kg (40%)
HSGZ7853868: 9321kg (40%)
PISJ1369652: 8502kg (40%)
IJWU0403839: 9089kg (40%)
CKSJ5075314: 6705kg (40%)
AVPZ8328119: 4798kg (40%)
DHYZ5020493: 7358kg (40%)
XHZJ9102799: 7834kg (40%)
ZDYZ9601323: 8613kg (40%)
TLOJ7799618: 4974kg (40%)
JYHU6229558: 8799kg (40%)
VPEZ5427461: 9913kg (40%)
MLVZ9721738: 7158kg (40%)
XILU9704559: 10685kg (40%)
TPCJ3584863: 7641kg (40%)
IIEU1224709: 9785kg (40%)
BCRZ5739034: 9206kg (40%)
ZSXZ4111343: 6150kg (40%)
VJTZ4623018: 11078kg (40%)
KVCZ0420636: 7630kg (40%)
UUOJ4415133: 7813kg (40%)
QZNZ6515424: 11760kg (40%)
GKJU2574090: 10108kg (40%)
UEYZ9478666: 7698kg (40%)
AYPZ6105022: 11122kg (40%)
VSGU9937448: 11352kg (40%)
LZMJ4391486: 6757kg (40%)
PXEZ3134606: 7740kg (40%)
AWSZ7553919: 8287kg (40%)
NYCZ3069905: 8379kg (40%)
XUPU3200139: 7141kg (40%)
XAMU0435350: 9950kg (40%)
BWCU9893883: 4981kg (40%)
NZAJ9212891: 11668kg (40%)
RXLJ1595464: 8562kg (40%)
AZEZ5899330: 8904kg (40%)
BBDJ8774788: 4469kg (40%)
KMTU5031022: 5445kg (40%)
ITNZ4525029: 11180kg (40%)
PPBZ2345442: 8106kg (40%)
OMQZ9384527: 7822kg (40%)
DDKJ4180072: 7503kg (40%)
ERIU9061255: 11592kg (40%)
QWJJ1964093: 12123kg (40%)
BAPJ4819727: 7116kg (40%)
JDXZ8719745: 8325kg (40%)
HRDU8303438: 5406kg (40%)
VLQZ5247552: 11891kg (40%)
TFLZ5187484: 11172kg (40%)
GYLZ2635936: 8029kg (40%)
EUHU0673330: 10968kg (40%)
XMFJ7064972: 10077kg (40%)
MKQZ3248075: 6059kg (40%)
NEGZ0990841: 8803kg (40%)
PTOU6138138: 7676kg (40%)
GVGZ6673015: 8200kg (40%)
MKZU9831964: 11387kg (40%)
VQZU7876219: 10646kg (40%)
HTVJ2959066: 11720kg (40%)
AVFJ9664617: 11035kg (40%)
QQEJ2527823: 11063kg (40%)
XBNU5726300: 7309kg (40%)
UVPZ5677613: 6786kg (40%)
SBCU4202947: 7985kg (40%)
ANYJ3416433: 11114kg (40%)
JECZ6326173: 4403kg (40%)
IYLZ6117339: 7773kg (40%)
AVRJ1352893: 10264kg (40%)
QOGU7938602: 9907kg (40%)
PKOZ6144517: 5767kg (40%)
XNVZ7187801: 9720kg (40%)
FNVJ9968064: 10531kg (40%)
HKYJ5387042: 10292kg (39%)
KKQZ0050082: 8411kg (39%)
CGLU1055744: 5051kg (39%)
KWTU2204251: 9241kg (39%)
EBSJ5577188: 10304kg (39%)
TPAJ9721861: 8751kg (39%)
IBKZ2600681: 8869kg (39%)
FAWZ0800227: 10449kg (39%)
JVBZ2612996: 6922kg (39%)
EBCU4797391: 6854kg (39%)
QVTZ4185679: 11114kg (39%)
MLRJ4069066: 7358kg (39%)
LVHJ7773371: 5602kg (39%)
GRLJ9483479: 9311kg (39%)
NKHJ7823122: 8180kg (39%)
NOPZ1344844: 9906kg (39%)
QOVU2826468: 8782kg (39%)
EJLZ1878708: 7518kg (39%)
DAXU6503528: 5204kg (39%)
FVWZ4794076: 7331kg (39%)
GLEJ2082527: 9618kg (39%)
XAHU1757523: 7946kg (39%)
FNAU4478352: 6738kg (39%)
RTAU4657241: 9881kg (39%)
OVEJ5532663: 4680kg (39%)
UOMZ9376749: 5175kg (39%)
PTBJ3486272: 10310kg (39%)
PBOZ8938902: 11510kg (39%)
UTBZ8974410: 10602kg (39%)
DFQJ7643340: 7670kg (39%)
QCCJ6154433: 10419kg (39%)
QKWJ9504014: 4775kg (39%)
MKLJ8200713: 10821kg (39%)
TTEJ2759380: 9240kg (39%)
BDZJ7825670: 8927kg (39%)
ODMZ7278141: 6539kg (39%)
WHTZ7566848: 5001kg (39%)
QDRZ2334950: 8363kg (39%)
AZPJ4074637: 8275kg (39%)
YIMU2787256: 8047kg (39%)
KEMJ9050253: 7724kg (39%)
BPJU1763406: 7869kg (39%)
